Food Name,Carbohydrates (g),Proteins (g),Fats (g),Calories (kcal),Diet Category
Beans,35.0,45.8,23.6,535.6,Protein-Rich
Quinoa,77.1,43.3,34.9,795.7,Carb-Rich
Banana,51.6,33.6,6.4,398.4,Carb-Rich
Apple,76.1,18.9,5.1,425.9,Carb-Rich
Bread,14.6,21.6,33.4,445.4,Fat-Rich
Cheese,77.2,41.0,36.3,799.5,Carb-Rich
Sweet Potato,56.7,8.8,24.1,478.9,Carb-Rich
Quinoa,9.3,27.8,1.4,161.0,Protein-Rich
Avocado,45.5,29.2,28.1,551.7,Carb-Rich
Yogurt,9.9,27.4,39.4,503.8,Fat-Rich
Lentils,72.9,45.1,10.0,562.0,Carb-Rich
Apple,35.8,18.1,28.4,471.2,Carb-Rich
Paneer,7.8,4.9,5.1,96.7,Carb-Rich
Oats,16.2,2.0,30.9,350.9,Fat-Rich
Peanuts,22.3,49.5,38.4,632.8,Protein-Rich
Eggs,34.0,39.3,28.1,546.1,Protein-Rich
Sweet Potato,6.4,12.6,21.6,270.4,Fat-Rich
Almonds,57.8,38.0,21.0,572.2,Carb-Rich
Beans,68.7,5.9,23.1,506.3,Carb-Rich
Sweet Potato,46.5,17.2,12.4,366.4,Carb-Rich
Apple,17.9,4.6,23.4,300.6,Fat-Rich
Bread,24.1,44.1,9.6,359.2,Protein-Rich
Chicken,41.1,9.5,1.4,215.0,Carb-Rich
Paneer,47.5,2.9,37.0,534.6,Carb-Rich
Bread,2.2,35.2,31.4,432.2,Protein-Rich
Yogurt,59.4,30.8,4.5,401.3,Carb-Rich
Paneer,72.4,30.9,18.4,578.8,Carb-Rich
Chicken,50.4,22.7,4.2,330.2,Carb-Rich
Yogurt,77.5,20.5,12.2,501.8,Carb-Rich
Apple,1.1,45.4,34.2,493.8,Protein-Rich
Yogurt,29.9,42.2,20.8,475.6,Protein-Rich
Almonds,19.0,34.0,26.4,449.6,Protein-Rich
Bread,67.1,3.2,15.9,424.3,Carb-Rich
Bread,51.7,4.1,37.8,563.4,Carb-Rich
Banana,66.6,9.0,1.7,317.7,Carb-Rich
Peanuts,32.6,48.8,22.4,527.2,Protein-Rich
Beans,7.2,2.6,36.5,367.7,Fat-Rich
Almonds,8.0,14.7,26.4,328.4,Fat-Rich
Lentils,69.9,20.5,24.1,578.5,Carb-Rich
Paneer,78.7,21.2,24.4,619.2,Carb-Rich
Paneer,20.9,33.2,14.9,350.5,Protein-Rich
Quinoa,24.3,39.2,39.0,605.0,Protein-Rich
Almonds,33.8,11.7,31.8,468.2,Carb-Rich
Tofu,23.4,7.3,13.0,239.8,Carb-Rich
Beans,12.4,49.1,23.8,460.2,Protein-Rich
Eggs,70.4,8.0,4.5,354.1,Carb-Rich
Lentils,64.8,13.2,2.0,330.0,Carb-Rich
Quinoa,69.2,15.3,32.4,629.6,Carb-Rich
Milk,59.7,36.7,38.7,733.9,Carb-Rich
Sweet Potato,0.7,3.1,25.1,241.1,Fat-Rich
Apple,67.7,22.9,30.4,636.0,Carb-Rich
Apple,39.9,5.4,0.2,183.0,Carb-Rich
Chicken,16.4,48.7,29.3,524.1,Protein-Rich
Salmon,45.8,1.5,4.3,227.9,Carb-Rich
Oats,10.1,12.5,27.1,334.3,Fat-Rich
Cheese,35.6,0.1,7.3,208.5,Carb-Rich
Chicken,79.8,6.6,13.6,468.0,Carb-Rich
Lentils,49.9,35.2,14.8,473.6,Carb-Rich
Bread,23.2,30.1,10.9,311.3,Protein-Rich
Peanuts,32.0,8.0,5.3,207.7,Carb-Rich
Eggs,79.6,3.3,17.1,485.5,Carb-Rich
Oats,52.1,40.7,37.1,705.1,Carb-Rich
Paneer,3.0,9.1,39.3,402.1,Fat-Rich
Peanuts,72.1,30.0,8.0,480.4,Carb-Rich
Tofu,61.2,20.5,27.2,571.6,Carb-Rich
Eggs,78.1,25.8,6.3,472.3,Carb-Rich
Almonds,15.1,21.4,21.0,335.0,Protein-Rich
Sweet Potato,42.9,48.2,14.1,491.3,Protein-Rich
Paneer,68.2,17.6,14.7,475.5,Carb-Rich
Sweet Potato,64.5,11.9,27.0,548.6,Carb-Rich
Sweet Potato,27.7,34.4,35.6,568.8,Fat-Rich
Eggs,20.9,20.6,9.5,251.5,Carb-Rich
Avocado,16.9,10.4,32.3,399.9,Fat-Rich
Tofu,78.5,8.1,32.1,635.3,Carb-Rich
Salmon,40.6,13.3,17.5,373.1,Carb-Rich
Bread,76.2,30.8,30.4,701.6,Carb-Rich
Avocado,68.6,3.0,34.0,592.4,Carb-Rich
Avocado,69.7,37.8,19.6,606.4,Carb-Rich
Tofu,47.5,2.9,26.1,436.5,Carb-Rich
Peanuts,38.5,43.1,7.7,395.7,Protein-Rich
Quinoa,12.4,6.6,25.3,303.7,Fat-Rich
Beans,69.7,14.4,24.5,556.9,Carb-Rich
Tofu,64.4,23.5,14.2,479.4,Carb-Rich
Yogurt,12.0,35.0,5.0,233.0,Protein-Rich
Beans,53.8,49.3,32.9,708.5,Carb-Rich
Yogurt,9.3,1.5,18.9,213.3,Fat-Rich
Yogurt,58.5,23.4,35.0,642.6,Carb-Rich
Quinoa,40.0,6.1,26.9,426.5,Carb-Rich
Eggs,53.6,16.9,6.6,341.4,Carb-Rich
Apple,67.0,18.1,30.9,618.5,Carb-Rich
Eggs,14.4,46.5,15.2,380.4,Protein-Rich
Banana,68.7,47.0,19.5,638.3,Carb-Rich
Oats,36.5,41.7,29.8,581.0,Protein-Rich
Quinoa,0.8,6.6,36.4,357.2,Fat-Rich
Tofu,33.3,6.2,26.8,399.2,Carb-Rich
Oats,11.1,48.3,20.6,423.0,Protein-Rich
Almonds,66.0,41.1,37.4,765.0,Carb-Rich
Paneer,29.6,4.1,27.2,379.6,Carb-Rich
Bread,34.4,3.3,19.1,322.7,Carb-Rich
Bread,34.3,27.3,39.4,601.0,Fat-Rich
Paneer,14.5,12.3,6.9,169.3,Carb-Rich
Almonds,63.3,25.9,18.8,526.0,Carb-Rich
Sweet Potato,10.6,7.3,9.1,153.5,Carb-Rich
Beans,73.1,31.3,24.7,639.9,Carb-Rich
Chicken,54.0,40.7,30.7,655.1,Carb-Rich
Yogurt,49.9,41.3,32.0,652.8,Carb-Rich
Bread,5.7,11.5,8.5,145.3,Protein-Rich
Tofu,71.1,2.2,24.7,515.5,Carb-Rich
Eggs,24.2,27.5,31.2,487.6,Fat-Rich
Quinoa,16.1,39.7,30.0,493.2,Protein-Rich
Yogurt,16.0,43.8,6.0,293.2,Protein-Rich
Beans,47.1,20.0,13.3,388.1,Carb-Rich
Banana,78.8,27.1,22.4,625.2,Carb-Rich
Rice,0.2,12.8,35.7,373.3,Fat-Rich
Almonds,50.9,43.3,33.1,674.7,Carb-Rich
Peanuts,27.9,47.5,38.4,647.2,Protein-Rich
Lentils,75.9,49.0,18.9,669.7,Carb-Rich
Milk,24.3,0.4,15.1,234.7,Carb-Rich
Paneer,65.3,3.6,38.9,625.7,Carb-Rich
Rice,67.8,9.8,0.9,318.5,Carb-Rich
Salmon,37.7,21.0,31.5,518.3,Carb-Rich
Peanuts,49.5,24.7,11.8,403.0,Carb-Rich
Milk,16.1,15.7,25.0,352.2,Fat-Rich
Beans,66.0,0.3,26.4,502.8,Carb-Rich
Bread,78.3,18.8,4.2,426.2,Carb-Rich
Cheese,9.4,12.2,14.8,219.6,Fat-Rich
Sweet Potato,25.9,41.2,8.0,340.4,Protein-Rich
Lentils,70.2,31.9,20.7,594.7,Carb-Rich
Beans,56.0,34.1,10.3,453.1,Carb-Rich
Bread,30.7,47.0,16.3,457.5,Protein-Rich
Yogurt,44.9,16.5,14.0,371.6,Carb-Rich
Oats,47.3,37.0,5.0,382.2,Carb-Rich
Cheese,37.0,33.8,6.7,343.5,Carb-Rich
Salmon,73.0,20.6,6.1,429.3,Carb-Rich
Peanuts,21.8,40.3,4.5,288.9,Protein-Rich
Banana,17.6,12.5,33.5,421.9,Fat-Rich
Apple,15.5,33.5,32.8,491.2,Protein-Rich
Chicken,53.8,24.6,14.3,442.3,Carb-Rich
Sweet Potato,47.9,31.9,2.3,339.9,Carb-Rich
Banana,71.9,9.0,14.9,457.7,Carb-Rich
Oats,47.8,6.5,25.9,450.3,Carb-Rich
Quinoa,56.9,19.3,29.5,570.3,Carb-Rich
Oats,6.8,30.8,34.5,460.9,Fat-Rich
Sweet Potato,1.1,25.7,28.2,361.0,Fat-Rich
Apple,74.0,34.3,37.0,766.2,Carb-Rich
Milk,31.7,20.3,4.8,251.2,Carb-Rich
Chicken,52.0,41.6,11.9,481.5,Carb-Rich
Oats,57.2,10.5,29.2,533.6,Carb-Rich
Quinoa,25.8,33.3,10.3,329.1,Protein-Rich
Oats,9.6,17.3,5.8,159.8,Protein-Rich
Cheese,65.0,37.0,11.0,507.0,Carb-Rich
Salmon,70.9,39.7,34.8,755.6,Carb-Rich
Oats,78.4,37.1,7.1,525.9,Carb-Rich
Almonds,7.8,19.8,0.7,116.7,Protein-Rich
Oats,5.3,45.4,10.3,295.5,Protein-Rich
Tofu,78.4,44.9,3.3,522.9,Carb-Rich
Eggs,24.1,31.9,30.5,498.5,Protein-Rich
Avocado,27.8,20.1,15.0,326.6,Carb-Rich
Quinoa,10.3,14.7,18.6,267.4,Fat-Rich
Eggs,54.6,11.7,32.7,559.5,Carb-Rich
Almonds,27.6,48.0,13.9,427.5,Protein-Rich
Apple,76.6,23.0,18.5,564.9,Carb-Rich
Paneer,44.8,48.6,5.7,424.9,Protein-Rich
Beans,48.5,17.4,6.1,318.5,Carb-Rich
Sweet Potato,5.1,36.7,11.7,272.5,Protein-Rich
Chicken,20.2,13.3,10.9,232.1,Carb-Rich
Banana,69.2,4.9,32.5,588.9,Carb-Rich
Cheese,25.7,8.3,36.5,464.5,Fat-Rich
Eggs,60.7,8.9,13.5,399.9,Carb-Rich
Salmon,71.8,29.5,17.8,565.4,Carb-Rich
Milk,55.4,19.2,5.7,349.7,Carb-Rich
Quinoa,63.2,20.2,17.3,489.3,Carb-Rich
Paneer,74.3,18.0,20.6,554.6,Carb-Rich
Milk,70.3,0.9,11.7,390.1,Carb-Rich
Sweet Potato,31.0,29.1,2.3,261.1,Carb-Rich
Tofu,78.0,37.5,20.2,643.8,Carb-Rich
Avocado,11.0,39.2,39.9,559.9,Fat-Rich
Beans,26.0,3.5,29.7,385.3,Fat-Rich
Oats,72.8,49.0,18.8,656.4,Carb-Rich
Milk,78.3,43.2,32.7,780.3,Carb-Rich
Quinoa,27.3,10.6,21.9,348.7,Carb-Rich
Banana,16.1,47.8,5.1,301.5,Protein-Rich
Eggs,79.3,43.9,16.3,639.5,Carb-Rich
Chicken,16.7,36.1,21.7,406.5,Protein-Rich
Eggs,41.8,5.7,39.1,541.9,Carb-Rich
Cheese,20.8,13.8,36.4,466.0,Fat-Rich
Rice,27.0,5.9,34.1,438.5,Fat-Rich
Cheese,15.4,23.1,17.1,307.9,Protein-Rich
Tofu,46.3,33.5,33.7,622.5,Carb-Rich
Rice,70.8,2.1,31.8,577.8,Carb-Rich
Sweet Potato,11.7,42.2,36.5,544.1,Protein-Rich
Beans,34.4,25.4,35.1,555.1,Fat-Rich
Salmon,26.7,7.9,39.5,493.9,Fat-Rich
Chicken,50.0,37.2,32.3,639.5,Carb-Rich
Almonds,38.8,47.4,12.1,453.7,Protein-Rich
Yogurt,42.0,47.6,2.6,381.8,Protein-Rich
Quinoa,5.4,0.2,11.8,128.6,Fat-Rich
Chicken,71.4,21.3,8.4,446.4,Carb-Rich
Peanuts,20.9,36.1,26.6,467.4,Protein-Rich
Paneer,24.7,47.5,28.0,540.8,Protein-Rich
Beans,66.8,10.3,5.0,353.4,Carb-Rich
Bread,12.2,21.3,31.7,419.3,Fat-Rich
Bread,48.0,16.4,28.5,514.1,Carb-Rich
Rice,60.1,45.6,3.0,449.8,Carb-Rich
Peanuts,75.6,9.1,37.3,674.5,Carb-Rich
Yogurt,77.7,24.3,38.9,758.1,Carb-Rich
Eggs,77.2,39.9,14.3,597.1,Carb-Rich
Eggs,51.9,16.6,1.0,283.0,Carb-Rich
Beans,35.5,18.3,24.5,435.7,Carb-Rich
Cheese,74.8,49.0,6.6,554.6,Carb-Rich
Chicken,3.8,9.5,0.1,54.1,Protein-Rich
Bread,63.8,14.2,17.5,469.5,Carb-Rich
Eggs,1.4,19.9,6.9,147.3,Protein-Rich
Banana,69.1,42.3,1.2,456.4,Carb-Rich
Tofu,52.4,40.4,9.3,454.9,Carb-Rich
Cheese,24.6,40.3,2.8,284.8,Protein-Rich
Avocado,29.3,2.7,1.7,143.3,Carb-Rich
Eggs,35.6,2.3,36.2,477.4,Fat-Rich
Oats,27.0,37.6,39.3,612.1,Fat-Rich
Lentils,34.9,9.5,32.6,471.0,Carb-Rich
Beans,67.8,14.2,13.6,450.4,Carb-Rich
Peanuts,23.4,4.1,24.3,328.7,Fat-Rich
Quinoa,30.0,17.8,30.7,467.5,Fat-Rich
Paneer,33.6,6.0,5.7,209.7,Carb-Rich
Apple,3.9,39.7,11.8,280.6,Protein-Rich
Oats,58.0,14.5,1.7,305.3,Carb-Rich
Almonds,9.9,43.3,0.4,216.4,Protein-Rich
Almonds,46.0,17.0,14.4,381.6,Carb-Rich
Rice,76.3,16.4,26.3,607.5,Carb-Rich
Rice,39.9,39.2,0.4,320.0,Carb-Rich
Salmon,9.2,48.4,33.8,534.6,Protein-Rich
Salmon,38.7,37.6,10.3,397.9,Carb-Rich
Oats,7.9,13.2,4.8,127.6,Protein-Rich
Quinoa,51.6,47.2,27.8,645.4,Carb-Rich
Milk,21.0,41.5,23.0,457.0,Protein-Rich
Tofu,27.7,34.2,27.6,496.0,Protein-Rich
Eggs,74.9,43.7,24.5,694.9,Carb-Rich
Cheese,76.7,31.5,17.8,593.0,Carb-Rich
Lentils,49.5,27.4,8.0,379.6,Carb-Rich
Cheese,32.4,46.1,8.1,386.9,Protein-Rich
Milk,61.9,30.3,26.0,602.8,Carb-Rich
Oats,42.8,47.6,23.7,574.9,Protein-Rich
Paneer,19.2,1.8,34.1,390.9,Fat-Rich
Banana,52.6,15.4,0.6,277.4,Carb-Rich
Oats,41.0,35.5,25.5,535.5,Carb-Rich
Rice,10.8,48.4,26.9,478.9,Protein-Rich
Yogurt,64.0,47.7,32.3,737.5,Carb-Rich
Salmon,46.7,20.7,22.5,472.1,Carb-Rich
Lentils,38.1,46.6,38.0,680.8,Protein-Rich
Apple,64.8,14.0,4.4,354.8,Carb-Rich
Almonds,44.1,10.4,6.3,274.7,Carb-Rich
Yogurt,38.6,26.3,30.2,531.4,Carb-Rich
Rice,53.4,29.5,39.3,685.3,Carb-Rich
Cheese,68.7,24.9,38.9,724.5,Carb-Rich
Sweet Potato,43.5,44.6,14.2,480.2,Protein-Rich
Avocado,48.4,6.9,36.5,549.7,Carb-Rich
Sweet Potato,65.3,15.5,12.5,435.7,Carb-Rich
Lentils,71.2,26.7,7.8,461.8,Carb-Rich
Oats,4.7,20.3,1.1,109.9,Protein-Rich
Bread,47.3,30.5,39.3,664.9,Carb-Rich
Yogurt,71.4,5.5,3.8,341.8,Carb-Rich
Tofu,38.1,33.0,11.5,387.9,Carb-Rich
Tofu,69.7,16.5,24.8,568.0,Carb-Rich
Chicken,75.9,29.3,1.6,435.2,Carb-Rich
Paneer,39.0,6.8,26.0,417.2,Carb-Rich
Tofu,34.5,33.7,2.5,295.3,Carb-Rich
Cheese,66.5,30.5,29.0,649.0,Carb-Rich
Bread,9.3,43.4,34.0,516.8,Protein-Rich
Oats,36.7,39.6,25.7,536.5,Protein-Rich
Rice,37.2,34.6,28.7,545.5,Carb-Rich
Cheese,8.6,20.7,27.5,364.7,Fat-Rich
Almonds,25.2,46.0,25.2,511.6,Protein-Rich
Peanuts,65.7,31.0,31.5,670.3,Carb-Rich
Sweet Potato,26.2,40.3,38.9,616.1,Protein-Rich
Yogurt,27.7,47.9,11.2,403.2,Protein-Rich
Yogurt,56.4,22.4,21.8,511.4,Carb-Rich
Yogurt,20.6,31.3,27.4,454.2,Protein-Rich
Chicken,14.8,1.5,27.8,315.4,Fat-Rich
Rice,25.8,26.2,6.2,263.8,Protein-Rich
Paneer,68.4,32.0,25.6,632.0,Carb-Rich
Paneer,41.5,42.8,21.0,526.2,Protein-Rich
Quinoa,44.6,43.8,11.0,452.6,Carb-Rich
Cheese,32.9,25.8,33.6,537.2,Fat-Rich
Bread,27.6,9.8,4.7,191.9,Carb-Rich
Peanuts,27.9,4.3,11.9,235.9,Carb-Rich
Eggs,71.1,20.4,21.6,560.4,Carb-Rich
Bread,63.5,34.6,3.7,425.7,Carb-Rich
Sweet Potato,26.8,15.3,12.0,276.4,Carb-Rich
Chicken,37.0,11.8,2.5,217.7,Carb-Rich
Cheese,9.1,25.2,6.8,198.4,Protein-Rich
Tofu,8.1,37.1,9.9,269.9,Protein-Rich
Sweet Potato,54.2,48.4,14.5,540.9,Carb-Rich
Salmon,19.9,45.5,14.4,391.2,Protein-Rich
Cheese,17.9,23.5,36.0,489.6,Fat-Rich
Almonds,9.2,34.6,18.1,338.1,Protein-Rich
Peanuts,29.3,11.9,14.8,298.0,Carb-Rich
Rice,28.2,28.9,37.4,565.0,Fat-Rich
Almonds,12.8,49.0,34.5,557.7,Protein-Rich
Peanuts,62.0,7.9,33.4,580.2,Carb-Rich
Lentils,61.4,19.4,4.5,363.7,Carb-Rich
Lentils,2.6,47.2,16.7,349.5,Protein-Rich
Oats,37.3,13.7,9.0,285.0,Carb-Rich
Chicken,48.8,27.8,28.0,558.4,Carb-Rich
Lentils,56.6,49.0,6.2,478.2,Carb-Rich
Paneer,32.6,48.4,23.5,535.5,Protein-Rich
Almonds,21.9,17.7,20.2,340.2,Carb-Rich
Apple,47.4,28.9,17.4,461.8,Carb-Rich
Beans,31.8,9.6,29.4,430.2,Carb-Rich
Sweet Potato,65.5,28.8,35.6,697.6,Carb-Rich
Rice,8.2,42.3,32.7,496.3,Protein-Rich
Milk,10.3,26.7,0.2,149.8,Protein-Rich
Oats,26.0,19.4,37.8,521.8,Fat-Rich
Peanuts,2.9,40.1,0.9,180.1,Protein-Rich
Sweet Potato,55.3,41.3,5.9,439.5,Carb-Rich
Beans,2.8,5.1,38.6,379.0,Fat-Rich
Peanuts,33.7,29.7,33.2,552.4,Carb-Rich
Paneer,27.9,33.6,4.8,289.2,Protein-Rich
Banana,65.1,28.5,36.5,702.9,Carb-Rich
Almonds,65.0,39.0,26.1,650.9,Carb-Rich
Chicken,76.2,23.8,33.0,697.0,Carb-Rich
Peanuts,20.2,47.3,25.3,497.7,Protein-Rich
Cheese,71.7,4.7,37.6,644.0,Carb-Rich
Apple,79.2,12.2,29.2,628.4,Carb-Rich
Banana,2.0,26.6,39.0,465.4,Fat-Rich
Yogurt,9.7,7.9,1.2,81.2,Carb-Rich
Almonds,3.8,26.7,1.9,139.1,Protein-Rich
Avocado,39.7,43.4,10.0,422.4,Protein-Rich
Almonds,5.1,18.7,28.2,349.0,Fat-Rich
Tofu,34.0,41.6,18.4,468.0,Protein-Rich
Lentils,1.7,30.8,6.0,184.0,Protein-Rich
Quinoa,52.4,33.6,25.2,570.8,Carb-Rich
Peanuts,22.0,39.1,25.4,473.0,Protein-Rich
Oats,75.7,19.8,3.4,412.6,Carb-Rich
Rice,51.8,27.4,13.4,437.4,Carb-Rich
Cheese,3.4,36.9,1.4,173.8,Protein-Rich
Lentils,7.4,7.6,4.5,100.5,Protein-Rich
Beans,34.0,10.7,25.7,410.1,Carb-Rich
Beans,23.6,38.6,32.5,541.3,Protein-Rich
Milk,77.3,9.6,26.2,583.4,Carb-Rich
Quinoa,41.1,43.4,6.2,393.8,Protein-Rich
Tofu,25.6,38.2,12.8,370.4,Protein-Rich
Beans,14.9,20.6,19.1,313.9,Protein-Rich
Salmon,29.9,3.3,26.1,367.7,Carb-Rich
Chicken,64.0,0.2,1.4,269.4,Carb-Rich
Chicken,56.4,24.3,36.0,646.8,Carb-Rich
Eggs,71.3,19.5,39.3,716.9,Carb-Rich
Salmon,69.8,8.9,7.4,381.4,Carb-Rich
Milk,59.0,39.9,23.4,606.2,Carb-Rich
Paneer,27.0,27.8,26.1,454.1,Protein-Rich
Banana,53.7,3.4,36.9,560.5,Carb-Rich
Quinoa,65.5,41.4,19.0,598.6,Carb-Rich
Almonds,22.7,9.5,31.6,413.2,Fat-Rich
Quinoa,76.3,18.1,27.9,628.7,Carb-Rich
Oats,6.9,7.6,21.2,248.8,Fat-Rich
Lentils,52.0,33.3,32.5,633.7,Carb-Rich
Almonds,75.4,19.6,40.0,740.0,Carb-Rich
Chicken,41.0,30.0,11.3,385.7,Carb-Rich
Chicken,31.2,10.2,2.6,189.0,Carb-Rich
Rice,45.6,2.2,39.8,549.4,Carb-Rich
Tofu,31.1,6.7,32.1,440.1,Fat-Rich
Sweet Potato,13.7,26.7,38.9,511.7,Fat-Rich
Beans,76.0,33.2,6.6,496.2,Carb-Rich
Bread,61.9,4.0,12.7,377.9,Carb-Rich
Quinoa,51.9,26.2,40.0,672.4,Carb-Rich
Milk,52.1,18.3,5.4,330.2,Carb-Rich
Yogurt,5.1,44.3,4.1,234.5,Protein-Rich
Bread,21.8,46.3,17.0,425.4,Protein-Rich
Bread,17.9,20.3,37.6,491.2,Fat-Rich
Bread,72.7,42.6,7.0,524.2,Carb-Rich
Banana,73.9,29.1,26.3,648.7,Carb-Rich
Banana,65.9,31.6,31.4,672.6,Carb-Rich
Rice,76.5,18.8,37.9,722.3,Carb-Rich
Yogurt,26.9,48.0,33.2,598.4,Protein-Rich
Chicken,49.8,47.0,13.2,506.0,Carb-Rich
Tofu,32.0,18.9,27.6,452.0,Carb-Rich
Apple,21.0,6.8,23.3,320.9,Fat-Rich
Tofu,6.9,2.9,9.9,128.3,Fat-Rich
Oats,28.6,17.2,18.6,350.6,Carb-Rich
Apple,70.0,42.6,31.4,733.0,Carb-Rich
Eggs,74.2,30.4,32.1,707.3,Carb-Rich
Apple,46.2,36.9,14.5,462.9,Carb-Rich
Peanuts,71.9,22.0,6.7,435.9,Carb-Rich
Milk,54.5,37.9,11.1,469.5,Carb-Rich
Quinoa,65.0,8.7,26.2,530.6,Carb-Rich
Avocado,13.8,4.0,30.1,342.1,Fat-Rich
Eggs,59.7,3.8,29.5,519.5,Carb-Rich
Avocado,24.6,42.8,35.7,590.9,Protein-Rich
Oats,18.1,26.6,8.3,253.5,Protein-Rich
Chicken,16.8,39.0,37.9,564.3,Protein-Rich
Eggs,43.1,29.0,28.5,544.9,Carb-Rich
Oats,3.7,32.1,29.6,409.6,Protein-Rich
Sweet Potato,23.0,23.4,19.4,360.2,Protein-Rich
Lentils,13.6,30.4,13.8,300.2,Protein-Rich
Paneer,54.5,25.9,1.1,331.5,Carb-Rich
Cheese,67.8,14.1,6.6,387.0,Carb-Rich
Chicken,20.9,33.6,34.9,532.1,Fat-Rich
Tofu,26.8,30.9,36.8,562.0,Fat-Rich
Quinoa,22.7,7.0,34.9,432.9,Fat-Rich
Chicken,79.4,40.2,21.5,671.9,Carb-Rich
Lentils,43.7,44.5,32.4,644.4,Protein-Rich
Apple,57.3,8.8,28.7,522.7,Carb-Rich
Avocado,45.0,26.9,2.2,307.4,Carb-Rich
Rice,26.1,9.3,31.7,426.9,Fat-Rich
Apple,42.7,37.8,23.3,531.7,Carb-Rich
Milk,43.9,24.6,26.2,509.8,Carb-Rich
Sweet Potato,43.1,22.1,14.8,394.0,Carb-Rich
Banana,46.2,36.4,32.0,618.4,Carb-Rich
Eggs,52.5,14.2,16.1,411.7,Carb-Rich
Salmon,34.0,6.2,5.5,210.3,Carb-Rich
Avocado,20.0,5.6,16.5,250.9,Carb-Rich
Avocado,38.8,9.5,23.5,404.7,Carb-Rich
Bread,5.7,47.2,3.8,245.8,Protein-Rich
Lentils,12.3,47.7,13.6,362.4,Protein-Rich
Milk,39.9,18.4,34.7,545.5,Carb-Rich
Peanuts,51.0,30.9,31.4,610.2,Carb-Rich
Apple,9.2,29.2,13.0,270.6,Protein-Rich
Avocado,26.5,42.1,22.2,474.2,Protein-Rich
Oats,28.4,12.7,36.7,494.7,Fat-Rich
Banana,35.5,29.8,32.6,554.6,Carb-Rich
Peanuts,8.0,39.7,20.7,377.1,Protein-Rich
Lentils,13.4,15.0,13.4,234.2,Protein-Rich
Cheese,67.7,16.5,37.8,677.0,Carb-Rich
Lentils,27.2,49.7,25.1,533.5,Protein-Rich
Apple,30.8,10.2,27.5,411.5,Carb-Rich
Quinoa,31.4,4.4,30.7,419.5,Carb-Rich
Salmon,49.1,4.6,25.8,447.0,Carb-Rich
Oats,20.2,7.0,8.0,180.8,Carb-Rich
Beans,52.9,0.5,36.8,544.8,Carb-Rich
Lentils,31.8,25.7,13.8,354.2,Carb-Rich
Banana,61.6,27.0,38.2,698.2,Carb-Rich
Tofu,20.7,39.8,12.5,354.5,Protein-Rich
Cheese,30.5,40.4,12.0,391.6,Protein-Rich
Sweet Potato,11.9,48.1,21.9,437.1,Protein-Rich
Tofu,43.2,15.4,27.0,477.4,Carb-Rich
Quinoa,23.8,18.4,16.6,318.2,Carb-Rich
Apple,76.7,36.7,14.3,582.3,Carb-Rich
Banana,55.6,7.7,14.4,382.8,Carb-Rich
Oats,10.3,48.6,26.0,469.6,Protein-Rich
Bread,13.6,44.8,23.3,443.3,Protein-Rich
Quinoa,80.0,2.6,4.1,367.3,Carb-Rich
Salmon,75.7,38.0,33.7,758.1,Carb-Rich
Sweet Potato,8.0,45.0,32.6,505.4,Protein-Rich
Banana,5.0,27.6,20.8,317.6,Protein-Rich
Chicken,68.9,41.5,29.6,708.0,Carb-Rich
Banana,47.9,11.0,28.7,493.9,Carb-Rich
Peanuts,60.9,40.0,22.7,607.9,Carb-Rich
Peanuts,16.0,23.6,15.7,299.7,Protein-Rich
Banana,68.1,3.0,8.2,358.2,Carb-Rich
Sweet Potato,43.5,30.4,34.9,609.7,Carb-Rich
Peanuts,66.3,18.0,33.5,638.7,Carb-Rich
Yogurt,66.2,44.8,4.4,483.6,Carb-Rich
Lentils,26.7,38.9,32.7,556.7,Protein-Rich
Lentils,35.8,39.7,6.6,361.4,Protein-Rich
Sweet Potato,18.3,48.0,29.8,533.4,Protein-Rich
Eggs,49.5,19.8,22.3,477.9,Carb-Rich
Banana,59.4,22.0,37.6,664.0,Carb-Rich
Quinoa,63.4,48.7,2.4,470.0,Carb-Rich
Rice,0.8,23.9,4.7,141.1,Protein-Rich
Almonds,57.8,41.6,1.0,406.6,Carb-Rich
Eggs,72.3,7.7,10.9,418.1,Carb-Rich
Almonds,47.3,35.7,2.3,352.7,Carb-Rich
Peanuts,40.0,11.0,34.6,515.4,Carb-Rich
Bread,13.2,8.1,38.4,430.8,Fat-Rich
Quinoa,61.2,26.8,14.9,486.1,Carb-Rich
Peanuts,8.6,9.3,1.4,84.2,Protein-Rich
Yogurt,73.1,49.4,30.0,760.0,Carb-Rich
Yogurt,0.1,19.5,25.6,308.8,Fat-Rich
Milk,33.6,10.6,31.7,462.1,Carb-Rich
Bread,6.0,13.8,39.4,433.8,Fat-Rich
Rice,37.3,30.2,15.3,407.7,Carb-Rich
Lentils,48.3,11.3,14.9,372.5,Carb-Rich
Salmon,34.8,17.8,21.5,403.9,Carb-Rich
Paneer,22.0,17.2,18.1,319.7,Carb-Rich
Quinoa,74.6,36.1,1.8,459.0,Carb-Rich
Apple,17.8,3.4,15.6,225.2,Carb-Rich
Lentils,17.4,12.6,21.6,314.4,Fat-Rich
Bread,22.5,22.1,14.0,304.4,Carb-Rich
Avocado,23.4,41.2,7.4,325.0,Protein-Rich
Lentils,60.3,16.5,6.7,367.5,Carb-Rich
Beans,37.4,44.1,32.7,620.3,Protein-Rich
Peanuts,72.4,14.5,39.4,702.2,Carb-Rich
